bootstrap_iteration,mean_dice,mean_iou,mean_precision,mean_recall,mean_specificity,detection_rate
96,0.47284092322538357,0.3738674953130971,0.4493889031037948,0.5993496123632628,0.9997825838594678,0.7631147540983606
97,0.42479350043476916,0.331983820182941,0.42555887327972663,0.5297932887602773,0.9997942570641144,0.7259729944400317
98,0.4387320805760515,0.34528174113222565,0.4207744540466572,0.5660597118940173,0.9998062217506579,0.7269906928645294
99,0.468632959739928,0.3747526560984932,0.46907691711655497,0.5603221921264031,0.9998007942451185,0.7370653095843935
100,0.4201368767251936,0.3253649132921154,0.41805381302415423,0.5360061831330866,0.9997927218415404,0.7238873751135332
101,0.4140576509660182,0.3189225564706652,0.4122521476427696,0.5337230727934541,0.9997720075870145,0.7154471544715447
102,0.46614238530847624,0.3679816522380068,0.46349918077999663,0.5837895999910464,0.9997870738709229,0.7624190064794817
103,0.44276324381917526,0.3494874688377563,0.4305610529136024,0.5701922169212559,0.9998024755596386,0.7290874524714829
104,0.4433370510501386,0.3479102974224073,0.42570910244354754,0.5632905680797894,0.9998042200171368,0.7271214642262895
105,0.46379856308355694,0.3714740695330298,0.4547322569619901,0.5635153273748169,0.9998045087043138,0.7323943661971831
106,0.44556557890895715,0.34264630948743435,0.4472286676399228,0.5514356707649379,0.9997655416527859,0.7638436482084691
107,0.4632118133811696,0.3728871482652084,0.4543152323618841,0.5543035830513502,0.9997926706740167,0.7195685670261941
108,0.46495395665854933,0.37028388969508796,0.4522157185492372,0.5688551056999009,0.9997992161539678,0.7415824915824916
109,0.4293582523507326,0.333633070050438,0.4180611945655306,0.545913017247064,0.9997732378201152,0.7222699914015477
110,0.4671834937249453,0.36916445681339827,0.4805483193669628,0.5462814968609101,0.9997776074815483,0.7492283950617284
111,0.4565842265884732,0.36540627998881164,0.4460861217976645,0.551371705644359,0.9997829927366325,0.7178538390379279
112,0.3869046110433379,0.29359629821204297,0.3785155930260158,0.510388167992522,0.999804232194997,0.7043137254901961
113,0.43165991747136606,0.3419365243704693,0.4324087050938417,0.519022892664259,0.9997973391968568,0.7053231939163498
114,0.47692118450095683,0.38341928353309573,0.45528138131619894,0.5928322658908337,0.9997904117165335,0.7405541561712846
115,0.39397688351962956,0.3030505451192126,0.3782326456942587,0.520100924439418,0.9997695511899453,0.6784788245462403
116,0.411894315559254,0.32152890401350454,0.4093208156681051,0.5157445325762806,0.9997863536279449,0.6836734693877551
117,0.45607886526077157,0.3542592718930535,0.4565015252735012,0.5633700491223083,0.99977617436659,0.7507042253521127
118,0.4318191229593366,0.3406957686091222,0.4285786207757727,0.5303954758712376,0.999791772119424,0.71
119,0.4155959231508385,0.32392372409064646,0.4155840359657392,0.513011765912793,0.9998115384424942,0.7045636509207366
120,0.4266779066017653,0.3310503389332346,0.4012483519469732,0.5810600693700583,0.9998036922255537,0.7324066029539531
121,0.4430795071105772,0.35521416584801707,0.4330935191087307,0.5315192126136985,0.9997949483254328,0.6906474820143885
122,0.43769596268631383,0.3469734378463542,0.4411071175739373,0.5299773734166232,0.9997747205985191,0.7128412537917088
123,0.46133701082630946,0.3688644950741858,0.4469834858694402,0.5641267483866682,0.9998231357231511,0.7264731750219877
124,0.46217364875311684,0.36742771798753177,0.4558930231861428,0.5517772111381672,0.9997956107278647,0.7246636771300449
125,0.481281322629649,0.38715832523330634,0.4793229617448976,0.5690867655618418,0.9998113194901981,0.7386046511627907
126,0.49675793905492466,0.39656801460087254,0.47470249921403657,0.630962706756351,0.9997614274544616,0.7776606954689147
127,0.4478354570454891,0.3529606866262212,0.45743278950424143,0.5398781727364108,0.9997619504183521,0.7438914027149321
128,0.43998347362646817,0.3450221651968821,0.4216348806768329,0.556128434151395,0.9997793003440236,0.719626168224299
129,0.47148286185912813,0.3754993506656744,0.46430805711257295,0.5680199168515017,0.9997968891873793,0.7388475836431226
130,0.43849354875354724,0.3456963107020535,0.43338143701132054,0.5331873179598405,0.9997611385209677,0.706646294881589
131,0.42783599451005155,0.331877367961134,0.4390391536951366,0.518229978085318,0.9997961502934484,0.7178683385579937
132,0.42522735337766326,0.3344445589769797,0.41263569362735303,0.5504436583698757,0.9998055721432224,0.7273449920508744
133,0.48907339911694264,0.39332479793479624,0.46844484729384556,0.6085309307901778,0.999794355287183,0.7642585551330798
134,0.39947172749750515,0.3076277287654646,0.38274338342816844,0.5444981815182629,0.9997904513601746,0.7081930415263749
135,0.4408585751384275,0.34228251464371384,0.413228285549827,0.5872290404636337,0.9997698693085303,0.7450271247739603
136,0.4364964247096441,0.34635905499611974,0.4391438499445979,0.5249529981456628,0.9998045271007863,0.7129798903107861
137,0.4359255085921967,0.34257655359587036,0.41613784025528316,0.5514283027664256,0.9997871826591558,0.7113884555382215
138,0.4280937620081898,0.33788188898355676,0.42191103691025533,0.5343082273980594,0.9997693533245159,0.7057777777777777
139,0.4161367310732107,0.32730902524272,0.42042287512055215,0.5052375402078229,0.9997803729159955,0.6900269541778976
140,0.43084575506028855,0.3403414289618305,0.4255980962039894,0.5241524811611907,0.9998052839794324,0.7053763440860215
141,0.5490024983572456,0.4532155473225596,0.5242362744385616,0.6457292138840575,0.9997651196033958,0.7932739861523245
142,0.4501549083434877,0.3531708709430028,0.43072449192245305,0.5730570872828821,0.9998042824635586,0.7291501191421763
143,0.34641555551104836,0.2640631843019274,0.3621426403879532,0.4343946279796458,0.9998308995506584,0.6232686980609419
144,0.4726860266091381,0.380655513749231,0.4605047983399267,0.5714068917218903,0.9997945862451977,0.7321428571428571
145,0.46147579605595823,0.3690320963699924,0.4452871998749889,0.5653680540091107,0.9997939714544504,0.721936148300721
146,0.3979433420427248,0.3066982700585476,0.3950275924195981,0.5032512770626314,0.9998035882051569,0.6865912762520194
147,0.4666315309186034,0.37201649049171226,0.4787440458853059,0.5471358806418907,0.9997901352783272,0.7378167641325536
148,0.4766017568348728,0.38013400461962177,0.49179112889446897,0.5718823597517982,0.9998074901768035,0.7713178294573644
149,0.4838637428813331,0.38897349345191556,0.47514797723578833,0.5830421965151328,0.9997726711921907,0.7599591419816139
150,0.46785047402132657,0.37087175160044944,0.4567454853129344,0.5884422944677377,0.9997835588136567,0.7581354441512753
151,0.4480248697715636,0.3566710229416626,0.43558954265554417,0.5601526824825943,0.999785125081802,0.715261958997722
152,0.4218430099608018,0.3308162117811602,0.4057386831302708,0.5447904797900445,0.9997660051048561,0.7067342505430847
153,0.41756372138869813,0.323550026999619,0.42731113021586536,0.5170039660630222,0.9997903828696171,0.7108712413261372
154,0.4465983104697266,0.3549276230304963,0.4345671696201031,0.5520253506571559,0.999792941317824,0.7315741583257507
155,0.46020207515746264,0.3625132253579901,0.4357815194192667,0.5783408836834568,0.9997954349808142,0.732606873428332
156,0.44841419650292785,0.3519835567686654,0.4497566426740763,0.5498380925201372,0.9998091540711821,0.7303609341825902
157,0.4424975128646872,0.34480007972803123,0.44843452899330577,0.5450329515359682,0.9997665481558744,0.7528735632183908
158,0.42345848098632655,0.33312260401935406,0.42810319859077706,0.5183817228682356,0.9997775707000963,0.7180851063829787
159,0.44800795506848484,0.3575378740424995,0.4413404273523111,0.5551652484599888,0.9997756386557672,0.7276490066225165
160,0.4392934602356866,0.34942141164617785,0.413498876159989,0.5622057752558773,0.9997923306454398,0.7000842459983151
161,0.4824037825941423,0.3800462983525208,0.4660747393614616,0.6036531248891945,0.999740953781332,0.7682819383259912
162,0.45779854344303983,0.36552423753728863,0.44223573226249097,0.5707457958181974,0.9998154364681301,0.7257709251101322
163,0.45317905280998483,0.3627229079354426,0.45787308761222983,0.5410805558649426,0.9997602275592006,0.7283185840707964
164,0.43240418638392314,0.33355285117503686,0.4299161816236685,0.5564113246471124,0.9997539528451421,0.7359705611775529
165,0.4626882673046097,0.3673332305579486,0.4576886806594215,0.5681327032878019,0.9997919352882508,0.7534246575342466
166,0.4312951509625875,0.34690471336618245,0.42863323558129024,0.5237146892377766,0.9998147807476183,0.6946182728410513
167,0.39430208282257206,0.3001022722877548,0.4079588444024119,0.48959391914964673,0.9997909002189695,0.6926910299003323
168,0.42094582151953275,0.3303132446615823,0.41151161723467644,0.5225387937626197,0.9997993632576679,0.6974708171206225
169,0.4559805996280984,0.3661106929383892,0.46831689118031306,0.5232223672230184,0.9997901789814879,0.7085862966175195
170,0.47126671215090704,0.37623829580184276,0.45832992414384494,0.5674835342359086,0.9997501244270394,0.7323556370302475
171,0.45602682068466394,0.364793923725,0.4502626751510209,0.5579836347267468,0.9998000102978942,0.7314553990610329
172,0.3856966432840154,0.29834358607024225,0.38730198577831415,0.4792730499845208,0.999782739098277,0.6654867256637168
173,0.48854534945950007,0.39000174950358985,0.4752332067533649,0.5891783987945568,0.9997777319771172,0.7732406602953953
174,0.4697355016367747,0.38378796004184185,0.4740636265537166,0.5414946339283061,0.9998143241093408,0.7347436940602116
175,0.42546436635149665,0.3300323211334509,0.4045355771440788,0.5704540857164051,0.9997931430166705,0.7249782419495213
176,0.4193147626763866,0.3280850875894882,0.42637924293637763,0.5147365055002922,0.9998055043532923,0.6961382113821138
177,0.46828977618981393,0.3744155763905685,0.4749208575648573,0.5508212497015846,0.9998034879349474,0.7398373983739838
178,0.46935862590684596,0.37615091260263983,0.4543200897091674,0.5976291566504632,0.9997933838123112,0.7571277719112989
179,0.4560862320211178,0.3635485137568151,0.4457049324027418,0.5709864932202069,0.9998140663943479,0.7343880099916736
180,0.4071012336583319,0.3150052112414381,0.4139273873652499,0.5017598311171483,0.9997993690052436,0.7000808407437349
181,0.4323408053699574,0.3393196449201386,0.41344685766004763,0.5409000141217476,0.9997812063170785,0.6886477462437396
182,0.42298153272920136,0.3309211248231471,0.4064835392906454,0.5470522081506809,0.9997692778945199,0.7157622739018088
183,0.41721219834880846,0.32614761152225424,0.4052873902950499,0.5348988059158022,0.9998036632575371,0.6979260595130748
184,0.4129471962268146,0.32932797181818646,0.39894498318513544,0.5095747331988507,0.9997982794523015,0.6630252100840336
185,0.41955831990419873,0.33302215744166846,0.41065311192971155,0.521773263887751,0.9998044902066201,0.6824596774193549
186,0.4550662998536145,0.36470053625818677,0.45010198610488644,0.5557013838457978,0.9998175478116967,0.7323671497584541
187,0.42408712326114656,0.3273607708198925,0.4160829058311267,0.5470938838098719,0.9997826011942258,0.728492501973165
188,0.4066511651645123,0.31808460273037575,0.389537254308825,0.5203833206425545,0.9997928282321658,0.6830601092896175
189,0.42574585414740496,0.3329072074603648,0.4116168493540496,0.5495289742679161,0.9997714037185633,0.7142857142857143
190,0.4042151888685407,0.31430547026564,0.42313731417361206,0.49029603912745884,0.9997942433375334,0.7101694915254237
191,0.4608648402466649,0.3641735073532418,0.43881636149330205,0.5917411092872336,0.9997932652197684,0.7489433643279797
192,0.4503303445047959,0.35670041989932105,0.45258630575588576,0.5581357705801007,0.999790776061595,0.7362240289069557
193,0.3966059903077203,0.3052369520077359,0.37106103106958127,0.5313198051845582,0.9997956156048339,0.6800535475234271
194,0.4523776707044739,0.35913865941112144,0.4364477543931681,0.5737288014611711,0.999789385312653,0.7286689419795221
195,0.4364949357111686,0.3446771029164129,0.426225406291968,0.5398858015617407,0.9997801962341292,0.7068645640074211
196,0.4409642977928784,0.34680959248290144,0.43796526845943773,0.5411170762291342,0.9997955190961193,0.7267326732673267
197,0.465448377834306,0.36979535643389977,0.45751532220103575,0.5652528455100426,0.9998039846510055,0.7407035175879397
198,0.4899356137118577,0.39315323395958834,0.4898324909774474,0.5812494299484889,0.9997647700142241,0.7533718689788054
199,0.42005567378104897,0.33221747399626195,0.4110672322634648,0.5184633128045676,0.9997894792905043,0.6862401402278703
200,0.4451291231977408,0.3496442427724692,0.4469249084725077,0.5378942698596678,0.9997888126237716,0.7247780468119451
201,0.4356442148308572,0.3426341067876378,0.4322045697427012,0.5482341321289875,0.9998058739508304,0.731023102310231
202,0.42283739870302667,0.3271178582753552,0.43384584660043246,0.5299982967859432,0.9997799053705793,0.72
203,0.45951356367757024,0.366696106561051,0.4532163657162265,0.5682926121665378,0.9997938819723621,0.7400835073068893
204,0.5040440230349817,0.4058121868562955,0.4858474439628944,0.6196644969044509,0.9997845555128675,0.7695749440715883
205,0.48027537695944816,0.39030582792051155,0.4714875306469322,0.5712963837961651,0.9998078488699372,0.7295719844357976
206,0.44017620830852416,0.34175944555477145,0.43842846742399677,0.5487738094516621,0.9997958632924359,0.7453936348408711
207,0.45926434889647727,0.3670520927266339,0.45565633095420083,0.5540767955033142,0.9997926585242319,0.7175295186194369
208,0.4185302222005869,0.32508341655476525,0.40837024945894185,0.5361387752213118,0.9997869770553994,0.7137192704203014
209,0.44476075734218723,0.35204577514982616,0.43515542837707377,0.5545015990525095,0.9997876357682396,0.7227926078028748
210,0.4221219215497393,0.33180185105898036,0.43048436301596416,0.5032768350202793,0.9997805949605205,0.6749003984063745
211,0.42566068335313667,0.3259961211915485,0.413785662456611,0.5525768903174596,0.9998016281600809,0.7394366197183099
212,0.4269026700244724,0.3311120168557955,0.40822254270987124,0.5652596349604664,0.999764287183499,0.7345517841601392
213,0.4485836628928706,0.35613328248339243,0.44145108847225223,0.5489704909628674,0.9998172152158324,0.7067594433399602
214,0.4251323068600428,0.3350774922651319,0.4276065387464499,0.5138540384735643,0.9998028572288084,0.6901408450704225
215,0.45862337285018573,0.36710640298724223,0.46818697541459203,0.5485144866807786,0.9997677925061286,0.7394495412844037
216,0.4382334124297962,0.3398104359834799,0.45604199118775846,0.5142778130781467,0.9997583229014656,0.732520325203252
217,0.4149947924000696,0.32625565411985175,0.40180217184420824,0.5297895135967716,0.9998071995922914,0.6796805678793256
218,0.40391794702265027,0.3137823957516028,0.39455756538050507,0.5125959459823292,0.9997912320324539,0.6785714285714286
219,0.4536275640173488,0.3565887808913378,0.44616938058660127,0.5730635038996906,0.9997754536586084,0.7429328621908127
220,0.4071552644449325,0.31100016402824493,0.397236515379227,0.5361904252322574,0.9997953533420618,0.7150793650793651
221,0.4552391024008145,0.3591570454617053,0.4401933329881073,0.578614432487022,0.9998090629229284,0.7526467757459095
222,0.45501689365760933,0.36384803991129494,0.43984715632018057,0.5665346582297052,0.9998044994724458,0.728219696969697
223,0.4497373217341417,0.3589889232117263,0.4429973537971346,0.5571320898026849,0.999796293009612,0.7299006323396567
224,0.42270220872003234,0.33087672014854086,0.4230705600755346,0.5271040476699339,0.9997972588532884,0.7178387650085764
225,0.49176986647855897,0.3965357004928499,0.4935666840437771,0.5788633971089028,0.9997882614691218,0.759765625
226,0.46660377976691547,0.3705869734349664,0.45984353937664163,0.5835081909228227,0.9998219517737076,0.7575075075075075
227,0.44169538379296996,0.35269896347459173,0.42668067295928214,0.5408413119008391,0.9997872595711791,0.7008959338387319
228,0.415452666086079,0.32657273967607353,0.4232169436919627,0.5024441822402161,0.9998136135338485,0.6935630099728014
229,0.4513259392481879,0.34993908747849706,0.42346613212693635,0.6013477079233148,0.9997903566690703,0.7664
230,0.42431230295781325,0.33036547232090474,0.41114844388337407,0.5675806707517963,0.9997891784184958,0.7384481255448997
231,0.44971495115490984,0.3599227378613963,0.4540879535428901,0.5385711132981001,0.9997902510636437,0.7138584247258225
232,0.44988811578700244,0.3501798710087039,0.43145757648768485,0.5907644580081941,0.9998112275666676,0.7493403693931399
233,0.423903645585595,0.3354134889142217,0.4162885436346442,0.5184694968742968,0.9997975295206019,0.6926032660902978
234,0.4359661023239257,0.34267502891187634,0.43985935989974795,0.5378772654640935,0.9998119802721043,0.7374599786552828
235,0.4090505187777746,0.32195149712798615,0.40757436067134367,0.5085913238522259,0.9997631824602016,0.6739752144899904
236,0.446180505121073,0.3581328774029133,0.42463549818996177,0.5553556813389349,0.9998101643292681,0.6950354609929078
237,0.42501307248052816,0.3327253405479928,0.4297493881579315,0.528196157169512,0.9998002288715193,0.7068106312292359
238,0.38932938940278433,0.29962992445553543,0.37638317937049126,0.5196594308362927,0.9997836745555673,0.6757650951199339
239,0.4171368358732901,0.3296677878538831,0.4285515286041064,0.5022623136426393,0.9998100245327053,0.6815126050420168
240,0.4173149106671617,0.3255117875206653,0.39683683087105764,0.553571532851424,0.9997936555468748,0.7063369397217929
241,0.4332340307922453,0.339299343369933,0.4230336818638246,0.5439217864235156,0.9997858111070058,0.7254901960784313
242,0.4855710932466047,0.39238512773175366,0.47108585056284374,0.5998200199937119,0.9998279385677268,0.7494432071269488
243,0.41922731736344243,0.33927811802768953,0.41641411535937084,0.4991350740318752,0.9998122743616058,0.6522222222222223
244,0.45532317417522616,0.3621543702955546,0.4719787906849014,0.523577282406456,0.9997917893939937,0.7231057062675398
245,0.4525620063766041,0.36073398871803136,0.4495848750607718,0.5397345927508899,0.9998105432532877,0.7270450751252087
246,0.4583214660688327,0.3617637774032119,0.4574482501185088,0.5594704481758153,0.9997658940924151,0.7523089840470193
247,0.4485880253227653,0.35544807121211375,0.451039621238666,0.548205644179372,0.9997916242784417,0.7238095238095238
248,0.47991118954102824,0.3819797490290926,0.47482374970103086,0.5896923130411551,0.9998016158287732,0.773469387755102
249,0.4154407390926253,0.32895375191231213,0.4130427190556875,0.5174144033077013,0.9997901557132275,0.6859169199594731
250,0.4470859423809902,0.36083072912033914,0.4438160922128446,0.5420302933665733,0.9998362412405396,0.6937561942517344
